iter	Passed	Remaining
152	596	22786
153	599	22742
154	601	22695
155	604	22629
156	608	22663
157	612	22659
158	616	22654
159	618	22590
160	621	22534
161	624	22488
162	626	22424
163	629	22407
164	631	22349
165	634	22308
166	636	22247
167	640	22229
168	643	22186
169	645	22144
170	648	22091
171	650	22034
172	652	21994
173	655	21940
174	657	21880
175	659	21830
176	662	21799
177	664	21744
178	667	21699
179	669	21648
180	671	21595
181	674	21556
182	676	21519
183	680	21499
184	682	21458
185	685	21416
186	687	21370
187	690	21332
188	693	21320
189	699	21392
190	703	21380
191	705	21341
192	709	21345
193	711	21304
194	715	21286
195	717	21245
196	719	21206
197	723	21204
198	727	21202
199	729	21164
200	732	21139
201	735	21117
202	739	21116
203	742	21082
204	744	21043
205	747	21014
206	749	20972
207	752	20948
208	755	20925
209	757	20895
210	760	20855
211	762	20813
212	764	20773
213	766	20735
214	769	20702
215	771	20664
216	773	20624
217	776	20592
218	778	20555
219	780	20517
220	783	20490
221	787	20484
222	789	20461
223	792	20424
224	794	20387
225	796	20354
226	798	20318
227	801	20285
228	804	20262
229	806	20234
230	809	20212
231	814	20256
232	817	20226
233	819	20188
234	828	20335
235	831	20317
236	834	20298
237	836	20261
238	839	20226
239	841	20191
240	843	20164
241	846	20135
242	848	20110
243	851	20079
244	853	20047
245	855	20007
246	857	19977
247	859	19941
248	861	19908
249	864	19878
250	866	19847
251	868	19814
252	871	19791
253	874	19780
254	876	19746
255	878	19720
256	882	19712
257	884	19684
258	888	19697
259	890	19667
260	893	19636
261	895	19614
262	898	19592
263	900	19565
264	903	19546
265	906	19535
266	908	19513
267	911	19495
268	914	19477
269	932	19789
270	935	19776
271	937	19750
272	940	19720
273	942	19696
274	944	19665
275	947	19640
276	949	19621
277	952	19597
278	954	19568
279	956	19545
280	960	19541
281	963	19529
282	965	19504
283	967	19475
284	970	19451
285	972	19428
286	975	19409
287	978	19398
288	980	19377
289	983	19358
290	985	19340
291	988	19323
292	992	19324
293	994	19301
294	996	19278
295	999	19252
296	1001	19230
297	1003	19205
298	1006	19181
299	1008	19156
300	1010	19129
301	1012	19107
302	1014	19081
303	1017	19057
304	1019	19036
305	1022	19021
306	1024	18995
307	1026	18973
308	1029	18955
309	1031	18932
310	1033	18908
311	1035	18881
312	1037	18858
313	1040	18844
314	1043	18825
315	1045	18814
316	1049	18813
317	1051	18794
318	1054	18785
319	1057	18766
320	1059	18746
321	1062	18728
322	1064	18708
323	1066	18689
324	1069	18667
325	1071	18649
326	1073	18628
327	1075	18605
328	1078	18584
329	1081	18574
330	1083	18558
331	1085	18537
332	1087	18513
333	1089	18490
334	1092	18469
335	1094	18446
336	1096	18423
337	1098	18400
338	1101	18386
339	1103	18367
340	1105	18348
341	1107	18328
342	1110	18313
343	1112	18291
344	1114	18273
345	1118	18273
346	1120	18253
347	1122	18232
348	1124	18211
349	1126	18190
350	1128	18168
351	1131	18152
352	1133	18131
353	1135	18111
354	1137	18092
355	1140	18079
356	1142	18065
357	1145	18060
358	1148	18042
359	1150	18024
360	1152	18002
361	1154	17985
362	1156	17965
363	1158	17945
364	1161	17924
365	1163	17911
366	1165	17891
367	1167	17872
368	1174	17915
369	1176	17898
370	1178	17882
371	1181	17868
372	1183	17850
373	1185	17831
374	1187	17813
375	1189	17797
376	1192	17780
377	1194	17770
378	1197	17758
379	1199	17740
380	1201	17723
381	1203	17701
382	1205	17684
383	1207	17664
384	1210	17650
385	1212	17639
386	1215	17634
387	1218	17620
388	1220	17602
389	1222	17587
390	1225	17576
391	1228	17568
392	1230	17551
393	1232	17535
394	1234	17519
395	1236	17501
396	1238	17485
397	1241	17477
398	1244	17467
399	1246	17452
400	1249	17439
401	1251	17423
402	1253	17410
403	1255	17395
404	1258	17380
405	1260	17368
406	1262	17354
407	1265	17338
408	1267	17325
409	1269	17314
410	1272	17308
411	1275	17295
412	1277	17288
413	1280	17273
414	1282	17261
415	1284	17242
416	1286	17228
417	1289	17213
418	1291	17204
419	1294	17194
420	1296	17183
421	1298	17168
422	1300	17151
423	1303	17140
424	1306	17132
425	1308	17123
426	1311	17111
427	1313	17095
428	1315	17080
429	1317	17067
430	1319	17054
431	1322	17039
432	1324	17025
433	1326	17011
434	1328	16998
435	1331	16991
436	1333	16980
437	1336	16969
438	1338	16954
439	1340	16943
440	1343	16932
441	1345	16918
442	1360	17063
443	1363	17059
444	1365	17047
445	1368	17045
446	1371	17032
447	1373	17021
448	1375	17009
449	1378	16996
450	1380	16982
451	1382	16967
452	1384	16955
453	1386	16942
454	1389	16934
455	1391	16920
456	1393	16907
457	1397	16904
458	1399	16895
459	1402	16888
460	1404	16875
461	1406	16863
462	1409	16850
463	1411	16836
464	1413	16825
465	1415	16815
466	1418	16804
467	1421	16805
468	1424	16794
469	1426	16786
470	1428	16774
471	1431	16760
472	1433	16747
473	1435	16735
474	1437	16723
475	1439	16710
476	1443	16714
477	1445	16701
478	1448	16690
479	1450	16679
480	1452	16670
481	1455	16662
482	1458	16661
483	1461	16651
484	1463	16640
485	1465	16629
486	1468	16618
487	1470	16610
488	1473	16608
489	1476	16600
490	1478	16592
491	1480	16578
492	1483	16565
493	1485	16555
494	1488	16548
495	1490	16544
496	1493	16532
497	1495	16519
498	1497	16508
499	1499	16498
500	1502	16491
501	1505	16483
502	1507	16473
503	1509	16461
504	1511	16451
505	1514	16438
506	1516	16429
507	1518	16419
508	1520	16407
509	1523	16399
510	1525	16389
511	1528	16380
512	1530	16374
513	1533	16366
514	1536	16359
515	1538	16353
516	1541	16343
517	1543	16331
518	1545	16321
519	1547	16310
520	1549	16298
521	1552	16289
522	1555	16287
523	1557	16280
524	1561	16288
525	1564	16277
526	1566	16266
527	1568	16254
528	1570	16244
529	1572	16231
530	1575	16221
531	1577	16211
532	1579	16200
533	1581	16190
534	1583	16179
535	1586	16168
536	1588	16157
537	1590	16148
538	1592	16138
539	1595	16127
540	1596	16114
541	1599	16109
542	1602	16103
543	1604	16095
544	1607	16084
545	1609	16078
546	1611	16068
547	1614	16062
548	1617	16058
549	1619	16050
550	1622	16042
551	1624	16037
552	1627	16032
553	1630	16024
554	1632	16015
555	1634	16006
556	1637	15996
557	1639	15986
558	1641	15977
559	1643	15966
560	1646	15958
561	1648	15948
562	1650	15937
563	1652	15928
564	1654	15916
565	1657	15911
566	1660	15906
567	1662	15898
568	1664	15888
569	1666	15877
570	1669	15869
571	1671	15859
572	1674	15859
573	1676	15851
574	1679	15841
575	1681	15830
576	1683	15822
577	1685	15812
578	1688	15805
579	1690	15795
580	1692	15785
581	1694	15774
582	1696	15765
583	1698	15754
584	1700	15744
585	1703	15734
586	1705	15727
587	1707	15718
588	1709	15708
589	1712	15698
590	1714	15688
591	1716	15678
592	1718	15673
593	1721	15666
594	1723	15660
595	1726	15650
596	1728	15644
597	1730	15635
598	1733	15633
599	1736	15631
600	1739	15626
601	1741	15615
602	1743	15607
603	1745	15596
604	1748	15588
605	1750	15578
606	1752	15571
607	1754	15561
608	1756	15552
609	1759	15543
610	1761	15534
611	1763	15527
612	1766	15522
613	1768	15513
614	1770	15503
615	1772	15493
616	1774	15484
617	1777	15475
618	1779	15466
619	1781	15457
620	1783	15450
621	1786	15443
622	1788	15434
623	1790	15425
624	1792	15415
625	1794	15409
626	1797	15401
627	1799	15392
628	1802	15388
629	1804	15378
630	1806	15369
631	1808	15362
632	1810	15353
633	1812	15344
634	1815	15341
635	1818	15337
636	1820	15331
637	1823	15325
638	1825	15318
639	1828	15314
640	1832	15322
641	1835	15319
642	1838	15313
643	1840	15304
644	1842	15295
645	1844	15288
646	1846	15280
647	1849	15275
648	1852	15271
649	1855	15271
650	1858	15268
651	1860	15261
652	1864	15268
653	1870	15291
654	1873	15286
655	1875	15279
656	1878	15272
657	1880	15267
658	1882	15259
659	1885	15252
660	1887	15248
661	1890	15240
662	1892	15236
663	1895	15232
664	1897	15222
665	1899	15216
666	1902	15209
667	1904	15202
668	1907	15199
669	1910	15200
670	1913	15193
671	1915	15189
672	1917	15180
673	1920	15179
674	1923	15174
675	1926	15169
676	1928	15164
677	1930	15156
678	1933	15150
679	1935	15144
680	1939	15150
681	1943	15153
682	1945	15145
683	1948	15141
684	1950	15134
685	1952	15127
686	1957	15135
687	1959	15130
688	1961	15123
689	1964	15114
690	1966	15107
691	1968	15100
692	1971	15100
693	1975	15102
694	1978	15105
695	1981	15099
696	1984	15098
697	1988	15104
698	1991	15105
699	1994	15099
700	1997	15099
701	2000	15096
702	2003	15098
703	2006	15092
704	2008	15084
705	2011	15080
706	2013	15072
707	2015	15065
708	2018	15062
709	2021	15063
710	2024	15061
711	2026	15052
712	2029	15051
713	2032	15049
714	2035	15043
715	2037	15035
716	2039	15030
717	2042	15024
718	2044	15018
719	2046	15011
720	2050	15012
721	2052	15007
722	2055	15000
723	2057	14992
724	2059	14988
725	2062	14981
726	2065	14981
727	2068	14977
728	2070	14969
729	2072	14961
730	2074	14955
731	2077	14948
732	2079	14942
733	2082	14939
734	2084	14931
735	2087	14928
736	2089	14921
737	2091	14915
738	2094	14909
739	2096	14905
740	2099	14897
741	2102	14895
742	2104	14891
743	2107	14888
744	2109	14881
745	2112	14879
746	2131	14986
747	2133	14979
748	2135	14972
749	2137	14965
750	2140	14961
751	2142	14954
752	2145	14950
753	2148	14946
754	2150	14939
755	2153	14939
756	2156	14934
757	2159	14936
758	2162	14931
759	2165	14928
760	2167	14921
761	2169	14915
762	2172	14909
763	2175	14906
764	2177	14904
765	2180	14901
766	2183	14895
767	2186	14894
768	2188	14887
769	2191	14886
770	2194	14882
771	2196	14876
772	2198	14869
773	2201	14866
774	2204	14860
775	2207	14858
776	2209	14853
777	2211	14846
778	2214	14839
779	2216	14832
780	2218	14827
781	2221	14821
782	2224	14819
783	2226	14813
784	2229	14809
785	2231	14805
786	2234	14798
787	2237	14796
788	2240	14794
789	2242	14789
790	2244	14782
791	2247	14776
792	2250	14775
793	2253	14776
794	2256	14771
795	2258	14764
796	2260	14757
797	2263	14756
798	2266	14751
799	2268	14745
800	2271	14743
801	2273	14736
802	2276	14730
803	2278	14724
804	2280	14718
805	2283	14712
806	2285	14709
807	2288	14705
808	2290	14699
809	2293	14692
810	2295	14686
811	2298	14684
812	2301	14683
813	2303	14678
814	2306	14672
815	2308	14665
816	2310	14657
817	2312	14650
818	2315	14648
819	2318	14643
820	2320	14637
821	2322	14631
822	2325	14626
823	2327	14620
824	2329	14614
825	2333	14619
826	2336	14614
827	2338	14608
828	2340	14602
829	2343	14595
830	2345	14588
831	2348	14588
832	2350	14582
833	2353	14575
834	2355	14569
835	2358	14565
836	2360	14560
837	2363	14560
838	2366	14554
839	2368	14550
840	2371	14545
841	2373	14539
842	2375	14533
843	2378	14530
844	2381	14527
845	2383	14523
846	2387	14525
847	2391	14527
848	2393	14523
849	2396	14517
850	2398	14511
851	2400	14505
852	2403	14503
853	2405	14497
854	2408	14492
855	2411	14490
856	2413	14484
857	2416	14479
858	2418	14473
859	2421	14470
860	2423	14466
861	2426	14463
862	2428	14457
863	2431	14452
864	2433	14447
865	2435	14440
866	2438	14434
867	2440	14429
868	2442	14424
869	2445	14418
870	2447	14412
871	2449	14405
872	2452	14401
873	2454	14395
874	2457	14393
875	2459	14388
876	2462	14385
877	2464	14379
878	2467	14375
879	2469	14370
880	2472	14368
881	2475	14363
882	2477	14357
883	2479	14351
884	2482	14345
885	2484	14340
886	2486	14334
887	2489	14329
888	2491	14323
889	2493	14318
890	2496	14312
891	2498	14306
892	2501	14304
893	2503	14298
894	2506	14294
895	2508	14290
896	2511	14287
897	2513	14282
898	2516	14280
899	2520	14280
900	2523	14278
901	2526	14276
902	2529	14277
903	2532	14274
904	2536	14277
905	2545	14309
906	2548	14311
907	2552	14315
908	2555	14314
909	2559	14313
910	2561	14310
911	2564	14306
912	2567	14305
913	2569	14300
914	2572	14295
915	2574	14290
916	2576	14284
917	2579	14278
918	2581	14272
919	2584	14270
920	2586	14264
921	2588	14258
922	2591	14253
923	2593	14246
924	2595	14241
925	2598	14236
926	2600	14232
927	2603	14227
928	2606	14225
929	2608	14221
930	2611	14216
931	2614	14215
932	2617	14213
933	2620	14211
934	2623	14211
935	2626	14208
936	2630	14212
937	2632	14207
938	2635	14203
939	2637	14198
940	2639	14192
941	2642	14188
942	2645	14186
943	2648	14184
944	2650	14178
945	2652	14173
946	2655	14168
947	2657	14163
948	2660	14159
949	2663	14156
950	2665	14152
951	2668	14147
952	2670	14143
953	2673	14139
954	2675	14134
955	2677	14129
956	2680	14126
957	2683	14123
958	2685	14118
959	2688	14116
960	2692	14118
961	2695	14114
962	2697	14109
963	2699	14104
964	2701	14097
965	2704	14092
966	2706	14086
967	2711	14094
968	2714	14093
969	2716	14089
970	2719	14086
971	2722	14081
972	2726	14087
973	2728	14081
974	2731	14076
975	2733	14072
976	2736	14067
977	2738	14063
978	2741	14058
979	2743	14054
980	2746	14051
981	2748	14046
982	2751	14041
983	2753	14035
984	2756	14032
985	2758	14028
986	2763	14033
987	2766	14031
988	2768	14026
989	2771	14023
990	2773	14019
991	2775	14014
992	2778	14007
993	2780	14002
994	2782	13996
995	2784	13991
996	2788	13991
997	2790	13987
998	2792	13981
999	2795	13976
1000	2797	13971
1001	2800	13969
1002	2803	13968
1003	2806	13963
1004	2808	13959
1005	2811	13955
1006	2813	13951
1007	2816	13946
1008	2818	13941
1009	2820	13936
1010	2823	13933
1011	2826	13931
1012	2829	13931
1013	2833	13933
1014	2836	13931
1015	2839	13928
1016	2843	13931
1017	2845	13926
1018	2848	13923
1019	2851	13920
1020	2853	13915
1021	2865	13956
1022	2867	13952
1023	2870	13947
1024	2872	13942
1025	2874	13936
1026	2877	13934
1027	2880	13932
1028	2884	13933
1029	2886	13929
1030	2889	13925
1031	2891	13919
1032	2893	13914
1033	2897	13917
1034	2900	13912
1035	2902	13907
1036	2904	13902
1037	2907	13896
1038	2910	13895
1039	2913	13894
1040	2916	13891
1041	2918	13886
1042	2920	13880
1043	2922	13875
1044	2925	13870
1045	2929	13873
1046	2931	13868
1047	2934	13865
1048	2937	13862
1049	2939	13858
1050	2943	13858
1051	2945	13854
1052	2947	13849
1053	2950	13844
1054	2953	13843
1055	2955	13837
1056	2958	13834
1057	2960	13830
1058	2963	13826
1059	2965	13822
1060	2968	13816
1061	2970	13811
1062	2974	13812
1063	2976	13809
1064	2979	13805
1065	2981	13799
1066	2984	13797
1067	2989	13804
1068	2993	13806
1069	2995	13802
1070	2999	13802
1071	3001	13797
1072	3004	13797
1073	3009	13802
1074	3013	13805
1075	3015	13801
1076	3018	13799
1077	3021	13797
1078	3024	13795
1079	3029	13802
1080	3032	13797
1081	3035	13796
1082	3038	13793
1083	3041	13791
1084	3043	13787
1085	3047	13791
1086	3050	13788
1087	3053	13786
1088	3056	13781
1089	3058	13776
1090	3060	13770
1091	3063	13767
1092	3065	13762
1093	3068	13759
1094	3070	13754
1095	3072	13749
1096	3075	13744
1097	3077	13739
1098	3080	13736
1099	3082	13733
1100	3085	13728
1101	3088	13725
1102	3090	13722
1103	3093	13718
1104	3095	13713
1105	3098	13712
1106	3101	13707
1107	3103	13703
1108	3106	13698
1109	3108	13696
1110	3111	13690
1111	3113	13685
1112	3115	13680
1113	3118	13677
1114	3121	13673
1115	3124	13672
1116	3126	13668
1117	3129	13667
1118	3132	13662
1119	3134	13658
1120	3137	13656
1121	3140	13652
1122	3142	13646
1123	3144	13641
1124	3147	13637
1125	3149	13633
1126	3152	13629
1127	3154	13624
1128	3157	13624
1129	3160	13621
1130	3163	13617
1131	3165	13613
1132	3168	13609
1133	3170	13604
1134	3172	13598
1135	3174	13593
1136	3177	13592
1137	3180	13589
1138	3183	13584
1139	3185	13579
1140	3187	13574
1141	3189	13570
1142	3192	13565
1143	3195	13562
1144	3197	13558
1145	3200	13554
1146	3203	13552
1147	3205	13547
1148	3208	13546
1149	3211	13542
1150	3213	13538
1151	3215	13533
1152	3218	13529
1153	3220	13525
1154	3223	13520
1155	3225	13515
1156	3227	13511
1157	3230	13506
1158	3232	13501
1159	3234	13496
1160	3237	13493
1161	3239	13488
1162	3241	13483
1163	3244	13478
1164	3246	13473
1165	3249	13470
1166	3251	13465
1167	3253	13459
1168	3256	13457
1169	3258	13452
1170	3260	13447
1171	3263	13442
1172	3265	13437
1173	3267	13433
1174	3270	13428
1175	3272	13424
1176	3275	13420
1177	3277	13415
1178	3279	13410
1179	3281	13405
1180	3284	13403
1181	3287	13399
1182	3289	13395
1183	3292	13390
1184	3294	13385
1185	3296	13381
1186	3298	13376
1187	3301	13371
1188	3303	13367
1189	3305	13362
1190	3307	13356
1191	3310	13351
1192	3312	13348
1193	3315	13345
1194	3318	13343
1195	3320	13338
1196	3323	13334
1197	3325	13329
1198	3327	13324
1199	3329	13319
1200	3332	13316
1201	3335	13314
1202	3337	13310
1203	3340	13305
1204	3342	13300
1205	3344	13296
1206	3347	13292
1207	3350	13291
1208	3352	13287
1209	3355	13282
1210	3357	13278
1211	3359	13273
1212	3362	13268
1213	3364	13263
1214	3366	13259
1215	3369	13254
1216	3371	13249
1217	3373	13246
1218	3376	13244
1219	3379	13239
1220	3381	13234
1221	3383	13230
1222	3385	13225
1223	3388	13221
1224	3390	13216
1225	3393	13213
1226	3395	13207
1227	3398	13206
1228	3400	13202
1229	3403	13198
1230	3405	13194
1231	3407	13189
1232	3410	13184
1233	3412	13180
1234	3415	13178
1235	3418	13174
1236	3420	13170
1237	3423	13166
1238	3425	13164
1239	3428	13159
1240	3430	13156
1241	3433	13151
1242	3435	13146
1243	3437	13141
1244	3439	13137
1245	3442	13132
1246	3445	13131
1247	3447	13127
1248	3449	13122
1249	3452	13117
1250	3454	13112
1251	3456	13107
1252	3459	13104
1253	3461	13100
1254	3463	13094
1255	3465	13090
1256	3467	13085
1257	3470	13083
1258	3473	13079
1259	3476	13077
1260	3479	13075
1261	3481	13071
1262	3483	13066
1263	3486	13062
1264	3488	13058
1265	3491	13057
1266	3494	13054
1267	3496	13050
1268	3499	13045
1269	3501	13040
1270	3503	13036
1271	3505	13031
1272	3508	13028
1273	3511	13024
1274	3513	13021
1275	3515	13016
1276	3518	13011
1277	3520	13007
1278	3523	13004
1279	3525	13000
1280	3528	12997
1281	3530	12993
1282	3533	12989
1283	3535	12985
1284	3537	12981
1285	3541	12980
1286	3543	12977
1287	3546	12972
1288	3548	12968
1289	3550	12963
1290	3552	12959
1291	3555	12956
1292	3557	12951
1293	3560	12947
1294	3563	12945
1295	3565	12943
1296	3568	12939
1297	3571	12936
1298	3573	12932
1299	3575	12927
1300	3578	12923
1301	3580	12920
1302	3583	12916
1303	3586	12914
1304	3588	12910
1305	3591	12909
1306	3594	12907
1307	3598	12908
1308	3601	12906
1309	3604	12904
1310	3607	12901
1311	3609	12897
1312	3611	12892
1313	3614	12888
1314	3616	12885
1315	3619	12882
1316	3621	12877
1317	3623	12873
1318	3626	12868
1319	3628	12863
1320	3630	12859
1321	3633	12856
1322	3635	12852
1323	3637	12848
1324	3640	12843
1325	3642	12839
1326	3644	12835
1327	3647	12830
1328	3649	12827
1329	3652	12823
1330	3655	12822
1331	3657	12818
1332	3659	12813
1333	3662	12809
1334	3664	12806
1335	3668	12805
1336	3670	12801
1337	3673	12798
1338	3675	12794
1339	3678	12790
1340	3681	12790
1341	3683	12785
1342	3685	12781
1343	3688	12778
1344	3690	12774
1345	3693	12769
1346	3697	12772
1347	3700	12769
1348	3702	12766
1349	3705	12761
1350	3707	12757
1351	3709	12754
1352	3712	12750
1353	3714	12745
1354	3716	12741
1355	3720	12741
1356	3724	12743
1357	3727	12741
1358	3729	12737
1359	3732	12734
1360	3734	12729
1361	3736	12725
1362	3739	12721
1363	3742	12720
1364	3745	12716
1365	3748	12715
1366	3751	12714
1367	3754	12712
1368	3759	12715
1369	3761	12713
1370	3764	12711
1371	3767	12708
1372	3770	12706
1373	3773	12704
1374	3776	12701
1375	3778	12697
1376	3781	12696
1377	3784	12692
1378	3787	12690
1379	3790	12688
1380	3792	12684
1381	3794	12680
1382	3797	12676
1383	3799	12671
1384	3802	12668
1385	3804	12666
1386	3807	12662
1387	3809	12658
1388	3811	12653
1389	3814	12649
1390	3816	12646
1391	3819	12642
1392	3821	12638
1393	3823	12634
1394	3825	12629
1395	3828	12625
1396	3830	12620
1397	3832	12615
1398	3834	12610
1399	3837	12607
1400	3839	12602
1401	3841	12598
1402	3843	12593
1403	3845	12588
1404	3847	12583
1405	3849	12579
1406	3852	12575
1407	3854	12571
1408	3857	12568
1409	3859	12564
1410	3861	12560
1411	3864	12555
1412	3866	12551
1413	3868	12547
1414	3871	12543
1415	3873	12539
1416	3875	12534
1417	3877	12529
1418	3879	12524
1419	3881	12519
1420	3884	12516
1421	3886	12511
1422	3888	12506
1423	3890	12502
1424	3893	12498
1425	3895	12494
1426	3898	12491
1427	3901	12489
1428	3903	12486
1429	3905	12481
1430	3907	12477
1431	3910	12473
1432	3912	12469
1433	3914	12464
1434	3916	12460
1435	3919	12455
1436	3921	12451
1437	3924	12450
1438	3927	12448
1439	3929	12444
1440	3933	12443
1441	3935	12439
1442	3937	12434
1443	3939	12428
1444	3941	12423
1445	3943	12419
1446	3945	12415
1447	3948	12411
1448	3950	12407
1449	3952	12402
1450	3954	12398
1451	3957	12395
1452	3959	12391
1453	3962	12387
1454	3964	12383
1455	3966	12378
1456	3968	12374
1457	3970	12369
1458	3973	12367
1459	3976	12364
1460	3979	12362
1461	3981	12358
1462	3983	12354
1463	3985	12349
1464	3987	12344
1465	3989	12339
1466	3992	12335
1467	3994	12331
1468	3996	12326
1469	3998	12321
1470	4000	12316
1471	4002	12311
1472	4004	12306
1473	4006	12302
1474	4009	12300
1475	4011	12295
1476	4013	12290
1477	4015	12285
1478	4017	12280
1479	4019	12275
1480	4021	12270
1481	4024	12268
1482	4026	12263
1483	4028	12258
1484	4030	12254
1485	4032	12249
1486	4034	12244
1487	4036	12240
1488	4039	12237
1489	4041	12232
1490	4043	12227
1491	4045	12222
1492	4047	12218
1493	4049	12213
1494	4051	12208
1495	4053	12203
1496	4055	12198
1497	4057	12193
1498	4059	12188
1499	4061	12183
1500	4062	12177
1501	4064	12171
1502	4066	12166
1503	4068	12161
1504	4069	12155
1505	4072	12152
1506	4074	12148
1507	4076	12143
1508	4078	12138
1509	4080	12133
1510	4082	12128
1511	4084	12123
1512	4086	12120
1513	4088	12115
1514	4090	12110
1515	4092	12105
1516	4094	12100
1517	4096	12095
1518	4098	12090
1519	4100	12085
1520	4102	12081
1521	4104	12076
1522	4106	12071
1523	4108	12066
1524	4110	12061
1525	4112	12056
1526	4114	12051
1527	4116	12047
1528	4118	12042
1529	4120	12037
1530	4121	12031
1531	4124	12027
1532	4126	12023
1533	4128	12019
1534	4130	12013
1535	4131	12008
1536	4134	12005
1537	4136	11999
1538	4137	11994
1539	4139	11989
1540	4141	11983
1541	4143	11978
1542	4145	11973
1543	4147	11968
1544	4149	11964
1545	4151	11959
1546	4152	11954
1547	4154	11949
1548	4156	11944
1549	4158	11939
1550	4160	11934
1551	4162	11929
1552	4164	11924
1553	4166	11919
1554	4168	11914
1555	4170	11910
1556	4172	11905
1557	4174	11900
1558	4175	11895
1559	4177	11890
1560	4179	11885
1561	4181	11880
1562	4183	11874
1563	4185	11870
1564	4186	11865
1565	4188	11860
1566	4190	11854
1567	4192	11849
1568	4193	11843
1569	4195	11838
1570	4197	11833
1571	4199	11828
1572	4201	11824
1573	4203	11819
1574	4204	11813
1575	4206	11808
1576	4208	11802
1577	4210	11797
1578	4211	11792
1579	4214	11789
1580	4216	11785
1581	4218	11781
1582	4220	11776
1583	4222	11771
1584	4224	11766
1585	4226	11761
1586	4228	11757
1587	4229	11751
1588	4231	11746
1589	4233	11740
1590	4235	11736
1591	4237	11733
1592	4239	11729
1593	4241	11725
1594	4244	11721
1595	4247	11719
1596	4249	11716
1597	4252	11713
1598	4253	11708
1599	4255	11703
1600	4257	11698
1601	4259	11694
1602	4262	11691
1603	4264	11687
1604	4266	11682
1605	4268	11677
1606	4270	11673
1607	4272	11669
1608	4274	11665
1609	4276	11661
1610	4278	11656
1611	4280	11651
1612	4282	11646
1613	4284	11642
1614	4285	11636
1615	4287	11631
1616	4289	11626
1617	4291	11622
1618	4293	11617
1619	4295	11612
1620	4296	11607
1621	4298	11602
1622	4300	11597
1623	4302	11592
1624	4304	11588
1625	4306	11583
1626	4307	11578
1627	4309	11573
1628	4311	11568
1629	4313	11563
1630	4315	11558
1631	4316	11553
1632	4318	11548
1633	4320	11543
1634	4322	11539
1635	4324	11535
1636	4326	11531
1637	4328	11526
1638	4330	11521
1639	4332	11517
1640	4334	11512
1641	4336	11508
1642	4338	11503
1643	4339	11498
1644	4341	11493
1645	4343	11489
1646	4346	11488
1647	4348	11484
1648	4350	11479
1649	4353	11478
1650	4355	11472
1651	4357	11467
1652	4359	11463
1653	4361	11459
1654	4363	11456
1655	4365	11451
1656	4367	11446
1657	4369	11442
1658	4371	11437
1659	4372	11432
1660	4374	11428
1661	4376	11423
1662	4378	11418
1663	4380	11414
1664	4382	11409
1665	4385	11407
1666	4387	11403
1667	4389	11398
1668	4391	11395
1669	4393	11392
1670	4395	11387
1671	4397	11382
1672	4399	11379
1673	4402	11376
1674	4404	11371
1675	4405	11366
1676	4407	11362
1677	4409	11357
1678	4411	11352
1679	4413	11347
1680	4415	11343
1681	4416	11339
1682	4418	11334
1683	4421	11330
1684	4423	11329
1685	4426	11325
1686	4428	11321
1687	4429	11315
1688	4431	11312
1689	4434	11309
1690	4436	11304
1691	4438	11300
1692	4440	11296
1693	4442	11293
1694	4445	11289
1695	4446	11284
